Parafia	Miejscowość	url	Adres	Diecezja	Dekanat	Województwo	place_id
św. Michała Archanioła	Nowa Sól	http://www.michal.zgora-gorzow.opoka.org.pl/	św. Michała Archanioła|ul. Kościelna 2|67-100 Nowa Sól|woj. lubuskie	zielonogórsko-gorzowska	Nowa Sól	lubuskie	ChIJST3j484HBkcRZfGqo8q16Ho	OK
św. Michała Archanioła	Ciosaniec		św. Michała Archanioła|Ciosaniec 112|67-411 Ciosaniec	zielonogórsko-gorzowska	Sława		ChIJUzZSboDdBUcRdCQD1dF2gcQ	OK
św. Michała Archanioła	Sława Śląska	http://www.parafiaslawa.pl/	św. Michała Archanioła|pl. ks. Kazimierza Tomkiewicza 1|67-410 Sława Śląska|woj. lubuskie	zielonogórsko-gorzowska	Sława	lubuskie	ChIJecmWIqDoBUcRffs7sJxv44c	OK
św. Michała Archanioła	Świebodzin		św. Michała Archanioła|ul. Szpitalna 1|66-200 Świebodzin|woj. lubuskie	zielonogórsko-gorzowska	Świebodzin	lubuskie	ChIJf2wgvmZnBkcRsKhtHF4q81w	AMBIGUOUS
św. Michała Archanioła	Witoszyn	http://www.parafiawitoszyn.pl/	św. Michała Archanioła|ul. Konopnickiej 4|68-131 Witoszyn|woj. lubuskie	zielonogórsko-gorzowska	Żagań	lubuskie	ChIJWwFr5deXCEcRB8O8iBl22BM	OK
św. Michała Archanioła	Olbrachtów	http://www.parafia-olbrachtow.eu/?pl_ogloszenia,29	św. Michała Archanioła|Olbrachtów 39|68-200 Olbrachtów|woj. lubuskie	zielonogórsko-gorzowska	Żary	lubuskie	ChIJuw7Lj_-YCEcRSla2gT4ZUD4	OK
Św. Michała Archanioła	Wtelno	http://www.wtelno.info/parafia/	Św. Michała Archanioła|Wieś|86-011 Wtelno|woj. kujawsko-pomorskie	bydgoska	Białe Błota	kujawsko-pomorskie	ChIJ_etwenIPA0cRBiV_BD8xaz4	OK
Św. Michała Archanioła	Kcynia	http://fara-kcynia.pl/	Św. Michała Archanioła|ul. Farna 1|89-240 Kcynia|woj. kujawsko-pomorskie	bydgoska	Kcynia	kujawsko-pomorskie	ChIJjQVeqx6dA0cRZ8hmSQatP0Y	OK
Św. Michała Archanioła	Dębowo		Św. Michała Archanioła|Dębowo|89-110 Dębowo|woj. kujawsko-pomorskie	bydgoska	Nakło	kujawsko-pomorskie	ChIJrWsFRYmiA0cReuzFLdHXKGo	OK
Św. Michała Archanioła	Blachownia	http://www.parafia-blachownia.pl/	Św. Michała Archanioła|ul. Sienkiewicza 14|42-290 Blachownia|woj. śląskie	częstochowska	BLACHOWIEŃSKI	śląskie	ChIJ-SovUXPIEEcRQk1rAP8ZllA	OK
Św. Michała Archanioła	Dworszowice Kościelne		Św. Michała Archanioła|Dworszowice Kościelne ul. Dobrowolskiego 18|98-331 Dworszowice Kościelne|woj. łódzkie	częstochowska	BRZEŹNICKI	łódzkie	ChIJeTSRuLCnEEcRxVsldsEuRXQ	OK
Św. Michała Archanioła	Pińczyce		Św. Michała Archanioła|Pińczyce ul. Kościelna 4|42-350 Pińczyce|woj. śląskie	częstochowska	KOZIEGŁOWSKI	śląskie	ChIJk9v-8P0uF0cRBeyg5ttl_Io	AMBIGUOUS
Św. Michała Archanioła	Kamienica Polska	http://kuriaczestochowa.pl/parafie/dekanaty/porajski/kamienica-polska-sw-michala-archaniola/	Św. Michała Archanioła|ul. Konopnickiej 288|42-260 Kamienica Polska|woj. śląskie	częstochowska	PORAJSKI	śląskie	ChIJ3XJu8VYzF0cR5Y3MtHv1ZrU	OK
Św. Michała Archanioła	Zwierzno		Św. Michała Archanioła|Zwierzno 22|82-325 Zwierzno|woj. warmińsko-mazurskie	elbląska	ELBLĄG - POŁUDNIE	warmińsko-mazurskie	ChIJxYID8RNT_UYRkb-XWwtxYzo	OK
Św. Michała Archanioła	Miłorodz	http://dorotazmatow.pl/miloradz/	Św. Michała Archanioła|ul. Cicha 3|82-213 Miłorodz	elbląska	MALBORK II		ChIJl35_TEdf_UYRNjCY1crk5aM	OK
Św. Michała Archanioła	Gdynia	http://www.parafia.oksy.net.pl/biuro/	Św. Michała Archanioła|Gdynia Oksywie ul. Płk. Dąbka 1|81-107 Gdynia|woj. pomorskie	gdańska	Gdynia Chylonia	pomorskie	ChIJC7eUywCn_UYRZJXRI7xud-o	OK
Św. Michała Archanioła	Sopot	http://www.sw-michal.pl/	Św. Michała Archanioła|Sopot ul. 3 Maja 38 a|81-743 Sopot|woj. pomorskie	gdańska	Sopot	pomorskie	ChIJ-ZRIU5QK_UYR7dM_WlOn3cc	OK
Św. Michała Archanioła	Starzyno	http://www.parafiastarzyno.pl/	Św. Michała Archanioła|Starzyno ul. Długa 17|84-107 Starzyno|woj. pomorskie	gdańska	Żarnowiec	pomorskie	ChIJk5Kqg0q0_UYRBwW5CxSoFXc	OK
Św. Michała Archanioła	Ornontowice	http://www.ornontowice.wiara.org.pl/index.php?id=8	Św. Michała Archanioła|ul. Zamkowa 4|43-178 Ornontowice|woj. śląskie	katowicka	Orzesze	śląskie	ChIJgRDmshk1EUcRT0i5vij-23Y	OK
Św. Michała Archanioła	Michałkowice		Św. Michała Archanioła|ul. Kościelna 1|41-103 Michałkowice|woj. śląskie	katowicka	Siemianowice Śląskie	śląskie	ChIJg-9r9C7SFkcR4AERlFTtspo	OK
Św. Michała Archanioła	Koniecpol-Chrząstów	http://parafiakoniecpol.com.pl/	Św. Michała Archanioła|ul. Żeromskiego 57|42-230 Koniecpol-Chrząstów|woj. śląskie	kielecka	Koniecpol	śląskie	ChIJrbmI0ztCF0cRgWc66h0q2gg	OK
Św. Michała Archanioła	Sokolina		Św. Michała Archanioła|Czarnocin Sokolina nr 56|28-506 Sokolina|woj. świętokrzyskie	kielecka	Wiślica	świętokrzyskie	ChIJ9-HX1h3PF0cRV3GUdaFAN7A	OK
Św. Michała Archanioła	Wysokie		Św. Michała Archanioła|Rynek Jabłonowskich 2|22-145 Wysokie|woj. lubelskie	lubelska	Turobin	lubelskie		NOT_FOUND
Św. Michała Archanioła	Sępopol	http://www.sepopol.salezjanie.pl/	Św. Michała Archanioła|ul. Kościelna 3|11-210 Sępopol|woj. warmińsko-mazurskie	warmińska (olsztyńska)	Sępopol	warmińsko-mazurskie	ChIJUYtNnANS4kYR6kF54LUXBdM	AMBIGUOUS
Św. Michała Archanioła	Dziećmarów		Św. Michała Archanioła|Dziećmarów 87|48-120 Dziećmarów|woj. opolskie	opolska	Kietrz	opolskie		NOT_FOUND
Św. Michała Archanioła	Prusinowice		Św. Michała Archanioła|Prusinowiceul. Szkolna 8|48-310 Prusinowice	opolska	Skoroszyce		ChIJGbzU2hzGEUcR5vivCPpXGhc	AMBIGUOUS
Św. Michała Archanioła	Kiełpino	http://parafiakielpino.pl/	Św. Michała Archanioła|ul. Ks. Arasmusa 2|83-307 Kiełpino|woj. pomorskie	pelplińska	Kartuzy	pomorskie	ChIJJ0duaimb_UYRBX4drK82XsM	AMBIGUOUS
Św. Michała Archanioła	Łukowo	http://swmichal.lukow.pl/	Św. Michała Archanioła|Łukowo|64-600 Łukowo|woj. wielkopolskie	poznańska	Oborniki	wielkopolskie	ChIJDVEE_-YBIkcRzslYtwdHui0	AMBIGUOUS
Św. Michała Archanioła	Cieklin	http://www.cieklin.ejp2.pl/	Św. Michała Archanioła|Cieklin 327|38-222 Cieklin|woj. podkarpackie	rzeszowska	Dębowiec	podkarpackie	ChIJDU7NwDnKPUcRiP4j_XwvrJI	OK
Św. Michała Archanioła	Styków		Św. Michała Archanioła|Styków 110|36-060 Styków|woj. podkarpackie	rzeszowska	Głogów Małopolski	podkarpackie	ChIJr1RLzO3hPEcRPaaOkPz94fU	OK
Św. Michała Archanioła	Smerekowiec	http://www.parafiasmerekowiec.pl/	Św. Michała Archanioła|Smerekowiec 89|38-315 Smerekowiec|woj. małopolskie	rzeszowska	Gorlice	małopolskie	ChIJm3kIvIXRPUcRhZ2aDSdIL9Y	AMBIGUOUS
Św. Michała Archanioła	Ropczyce	http://www.diecezja.rzeszow.pl/2015/04/ropczyce-sw-michala-archaniola/	Św. Michała Archanioła|ul. Sucharskiego 105|39-100 Ropczyce|woj. podkarpackie	rzeszowska	Ropczyce	podkarpackie	ChIJYbBupjIEPUcRZjo5on7_eGU	OK
Św. Michała Archanioła	Rzeszów	http://www.michal-rzeszow.pl/	Św. Michała Archanioła|ul. Św. Michała Archanioła 3|35-303 Rzeszów|woj. podkarpackie	rzeszowska	Rzeszów-Katedra	podkarpackie	ChIJtdJhfV_6PEcRnVWrCci4Zb4	OK
Św. Michała Archanioła	Nockowa	http://www.parafia-nockowa.pl/	Św. Michała Archanioła|Nockowa 49|39-124 Nockowa|woj. podkarpackie	rzeszowska	Sędziszów Małopolski	podkarpackie	ChIJh8o_PP0BPUcRM_6aLsvvhTg	OK
Św. Michała Archanioła	Mała		Św. Michała Archanioła|Mała 25|39-107 Mała|woj. podkarpackie	rzeszowska	Wielopole Skrzyńskie	podkarpackie	ChIJcwhAGEOoPUcR0i1tg2WN8RM	OK
Św. Michała Archanioła	Ostrowiec Świętokrzyski	http://www.kolegiata.ostrowiec.pl/	Św. Michała Archanioła|ul. Okólna 19|27-400 Ostrowiec Świętokrzyski|woj. świętokrzyskie	sandomierska	Ostrowiec Świętokrzyski	świętokrzyskie	ChIJDetHrQAJGEcRGIVYqrXY978	OK
Św. Michała Archanioła	Russocice	http://parafiarussocice.pl/	Św. Michała Archanioła|Russocice 19|62-710 Russocice|woj. wielkopolskie	włocławska	Turek	wielkopolskie	ChIJESG9aMs8G0cRcCNs88qRPdM	OK
Św. Michała Archanioła	Niemysłów		Św. Michała Archanioła|Niemysłów 14|99-207 Niemysłów	włocławska	Uniejów		ChIJJSl5_xz-GkcRBhbGC7Zx0gE	OK
Św. Michała Archanioła	Łódź	http://michal.org.pl/	Św. Michała Archanioła|ul. Rysownicza 11|91-855 Łódź|woj. łódzkie	łódzka	Łódź-Bałuty	łódzkie	ChIJt8So2_HKG0cR6fNNj5LoOHQ	OK
Św. Michała Archanioła	Chabielice	http://archidiecezja.lodz.pl/new/par2.php?p_id=172&info=1	Św. Michała Archanioła|Chabielice 66|97-420 Chabielice|woj. łódzkie	łódzka	Szczerców	łódzkie	ChIJK2fkqLENGkcRjeKP8nkJ5a0	OK
Św. Michała Archanioła	BRODOWE ŁĄKI		Św. Michała Archanioła|Brodowe Łąki 36|06-320 BRODOWE ŁĄKI|woj. mazowieckie	łomżyńska	Chorzele	mazowieckie	ChIJ5Q5gjXwLHkcRB3JC7APq5AA	AMBIGUOUS
Św. Michała Archanioła	CZARNIA		Św. Michała Archanioła|Czarnia 12|07-420 CZARNIA|woj. mazowieckie	łomżyńska	Kadzidło	mazowieckie	ChIJAQAAAMAJHkcRQpS9cwuMCLc	OK
Św. Michała Archanioła	PŁONKA KOŚCIELNA		Św. Michała Archanioła|Płomka Kościelna 64|18-103 PŁONKA KOŚCIELNA	łomżyńska	Łapy		ChIJo0uRgSvsH0cRaElSKFOBaIg	OK
Św. Michała Archanioła	ŁOMŻA-KATEDRA	http://www.katedra.4lomza.pl/	Św. Michała Archanioła|ul.Dworna 25|18-400 ŁOMŻA-KATEDRA|woj. podlaskie	łomżyńska	Łomża-Katedra Św.Michała Archanioła	podlaskie	ChIJLb_7F5YzHkcRPIxDSEfJBdY	OK
Św. Michała Archanioła	JABŁONKA KOŚCIELNA		Św. Michała Archanioła|Jabłonka Kościelna 44|18-205 JABŁONKA KOŚCIELNA	łomżyńska	Wysokie Mazowieckie		ChIJjZ8GWgW5H0cR0G4frdqhPFo	OK
Św. Michała Archanioła	KUTNO-WOŹNIAKÓW	http://www.wozniakow.salezjanie.pl/	Św. Michała Archanioła|Woźniaków 56|99-300 KUTNO-WOŹNIAKÓW|woj. łódzkie	łowicka	Kutno-Św.Michała Archanioła	łódzkie	ChIJ-wjjAOibG0cR1DnKOfORiT8	OK
Św. Michała Archanioła	INOWŁÓDZ	http://www.parafia-inowlodz.pl/	Św. Michała Archanioła|Pl. Kazimierza Wielkiego 12|97-215 INOWŁÓDZ|woj. łódzkie	łowicka	Lubochnia	łódzkie	ChIJazLzr9iYGUcR9T6uufTBU0s	OK
Św. Michała Archanioła	CHRUŚLIN		Św. Michała Archanioła|Chruślin 20a|99-423 CHRUŚLIN|woj. łódzkie	łowicka	Łowicz-Św.Ducha	łódzkie	ChIJc8jOqQXqG0cRP44HsU8JREc	OK
Św. Michała Archanioła	GŁUCHÓW		Św. Michała Archanioła|ul.Rawska 3|96-130 GŁUCHÓW|woj. łódzkie	łowicka	Rawa Mazowiecka	łódzkie	ChIJBYnyVoZ7GUcRuyBEQQbtX64	OK
Św. Michała Archanioła	PUSZCZA MARIAŃSKA	http://www.puszcza.marianie.pl/	Św. Michała Archanioła|ul.Stanisława Papczyńskiego 5|96-122 PUSZCZA MARIAŃSKA	łowicka	Wiskitki		ChIJIStnrUldGUcRXrNkey2QPpU	OK
Św. Michała Archanioła	BYSTRZYCA KŁODZKA		Św. Michała Archanioła|Pl. M. Curie–Skłodowskiej 3|57-500 BYSTRZYCA KŁODZKA|woj. dolnośląskie	świdnicka	Bystrzyca Kłodzka	dolnośląskie	ChIJf1IcVD8FDkcRk-M1ze4oUXE	AMBIGUOUS
Św. Michała Archanioła	SŁUPICE		Św. Michała Archanioła|Słupice 66|55-063 SŁUPICE	świdnicka	Dzierżoniów-Północ		ChIJHbY0UdTKD0cRO9CfOoTPT8M	OK
Św. Michała Archanioła	MIEROSZÓW	https://www.facebook.com/parafiamieroszow/	Św. Michała Archanioła|ul.Kościelna 10|58-350 MIEROSZÓW|woj. dolnośląskie	świdnicka	Głuszyca	dolnośląskie	ChIJX79C1BFZDkcRStI3Bjlk5u8	OK
Św. Michała Archanioła	WOJCIECHOWICE		Św. Michała Archanioła|Wojciechowice 108|57-300 WOJCIECHOWICE|woj. dolnośląskie	świdnicka	Kłodzko	dolnośląskie	ChIJV4P8HosXDkcRm6O3dYmIys4	AMBIGUOUS
Św. Michała Archanioła	LEWIN KŁODZKI	http://www.parafialewin.pl	Św. Michała Archanioła|ul.Kościelna 6|57-343 LEWIN KŁODZKI|woj. dolnośląskie	świdnicka	Kudowa Zdrój	dolnośląskie	ChIJNULPPGFuDkcR6cfgd56i8wc	OK
Św. Michała Archanioła	LUDWIKOWICE KŁODZKIE	http://www.diecezja.swidnica.pl/	Św. Michała Archanioła|ul.Wiejska 27|57-450 LUDWIKOWICE KŁODZKIE|woj. dolnośląskie	świdnicka	Nowa Ruda	dolnośląskie	ChIJy4dXM5VGDkcRvfQNG9JJrvQ	OK
Św. Michała Archanioła	WIRY	http://www.wiry.pl/	Św. Michała Archanioła|Wiry 54|58-124 WIRY|woj. dolnośląskie	świdnicka	Świdnica-Wschód	dolnośląskie	ChIJqy42Gya1D0cRzJlLjfAXgOM	OK
Św. Michała Archanioła	MILIKOWICE		Św. Michała Archanioła|Milikowice ul.Kościuszki 27|58-140 MILIKOWICE|woj. dolnośląskie	świdnicka	Świdnica-Zachód	dolnośląskie	ChIJK4suadasD0cRRIUEtT2nGRI	OK
Św. Michała Archanioła	DOBROMIERZ	http://parafiadobromierz.pl/	Św. Michała Archanioła|ul.Cmentarna 8|58-170 DOBROMIERZ|woj. dolnośląskie	świdnicka	Świebodzice	dolnośląskie	ChIJu8st1eKlD0cRAQpN5_D5nZo	OK
Św. Michała Archanioła	RUDNICA		Św. Michała Archanioła|Rudnica 15|58-262 RUDNICA|woj. dolnośląskie	świdnicka	Ząbkowice Śląskie	dolnośląskie		NOT_FOUND
Św. Michała Archanioła	SIEROSZÓW		Św. Michała Archanioła|Stolec 100|57-200 SIEROSZÓW|woj. dolnośląskie	świdnicka	Ząbkowice Śląskie	dolnośląskie		NOT_FOUND
Św. Michała Archanioła	WYSOWA ZDRÓJ		Św. Michała Archanioła|Wysowa Zdrój 17|38-316 WYSOWA ZDRÓJ|woj. małopolskie	bizantyjska przemysko-warszawska	Krakowsko-Krynicki	małopolskie	ChIJlXFMxJXWPUcRxfMPSY9BXns	OK
Św. Michała Archanioła	PIENIĘŻNO	http://ukraincy.wm.pl/44764,Pieniezno-cerkiew-sw-Michala-Archaniola.html	Św. Michała Archanioła|ul.Dworcowa 1|14-520 PIENIĘŻNO|woj. warmińsko-mazurskie	bizantyjska przemysko-warszawska	Olsztyn	warmińsko-mazurskie	ChIJn_oisv_B4kYRrwAvLOADhH8	OK
Św. Michała Archanioła	MIŃSK MAZOWIECKI	http://michal.ordynariat.pl	Św. Michała Archanioła|ul.Bolesława Chrobrego 2|05-300 MIŃSK MAZOWIECKI|woj. mazowieckie	ordynariat polowy	Siły Powietrzne	mazowieckie	ChIJtzXzKHcuH0cRFllJqrOj4CM	OK
Św. Michała Archanioła	Starawieś	http://www.parafia-starawies.pl/	Św. Michała Archanioła|ul. Węgrowska 24|07-102 Starawieś	drohiczyńska	Węgrów		ChIJwdxH9NEWH0cRWnuNUSrWm5s	OK
Św. Michała Archanioła	Skrzyszów	http://www.skrzyszow.org/sw.michal	Św. Michała Archanioła|ul. Wyzwolenia 37|44-348 Skrzyszów|woj. śląskie	katowicka	Gorzyce Śląskie	śląskie	ChIJGeQaJFFREUcRvzTEqFAItnw	OK
Św. Michała Archanioła	Orzegów		Św. Michała Archanioła|ul. Bł. Królowej Jadwigi 8|41-704 Orzegów	katowicka	Ruda Śląska		ChIJe3bvyUgtEUcRL04pzEEZee4	OK
Św. Michała Archanioła	Kamień Lubelski		Św. Michała Archanioła|22-113 Kamień Lubelski|woj. lubelskie	lubelska	Chełm Wschód	lubelskie	ChIJ32I0PvuEI0cRXsrmN_wxroQ	OK
Św. Michała Archanioła	Wojsławice		Św. Michała Archanioła|Rynek 100|22-120 Wojsławice|woj. lubelskie	lubelska	Chełm Wschód	lubelskie		NOT_FOUND
Św. Michała Archanioła	Żdżanne		Św. Michała Archanioła|22-304 Żdżanne|woj. lubelskie	lubelska	Krasnystaw Wschód	lubelskie	ChIJsVYPqISdI0cR-kY4DJ8WJfs	OK
Św. Michała Archanioła	Lublin	http://www.michalarchaniol.lublin.pl/	Św. Michała Archanioła|ul. Fabryczna 19|20-301 Lublin|woj. lubelskie	lubelska	Lublin-Śródmiejski	lubelskie	ChIJX4zW3RFXIkcRMSsu1nN7EdQ	OK
Św. Michała Archanioła	Blanki		Św. Michała Archanioła|Blanki|11-108 Blanki	warmińska (olsztyńska)	Jeziorany			NOT_FOUND
Św. Michała Archanioła	Turowo		Św. Michała Archanioła|Turowo 31|14-120 Turowo|woj. warmińsko-mazurskie	warmińska (olsztyńska)	Kozłowo	warmińsko-mazurskie	ChIJszhgDTefHUcRB5JFy_LhxUU	OK
Św. Michała Archanioła	Purda		Św. Michała Archanioła|Purda Wielka 10|11-030 Purda|woj. warmińsko-mazurskie	warmińska (olsztyńska)	Olsztyn V - Kormoran	warmińsko-mazurskie	ChIJCQNZ2hJ24kYRJlnLnCM3PFQ	AMBIGUOUS
Św. Michała Archanioła	Gierałcice		Św. Michała Archanioła|48-349 Gierałcice	opolska	Głuchołazy		ChIJDT7ENarrEUcRJyul5FuEoaU	OK
Św. Michała Archanioła	Chróścina		Św. Michała Archanioła|ul. Dolna 6|49-244 Chróścina	opolska	Grodków		ChIJ61hj8XvOEUcR--wo4kRL3XY	OK
Św. Michała Archanioła	Wierzbnik	http://www.parafia-wierzbnik.pl/	Św. Michała Archanioła|Wierzbnik 40|49-216 Wierzbnik|woj. opolskie	opolska	Grodków	opolskie	ChIJnwdKs4MtEEcREkJby5ViCQk	OK
Św. Michała Archanioła	Poznowice		Św. Michała Archanioła|Poznowiceul. Kościelna 1a|47-164 Poznowice	opolska	Kamień Śląski		ChIJOdGpKPADEUcRMPh84PWNxu0	OK
Św. Michała Archanioła	Pisarzowice		Św. Michała Archanioła|Pisarzowice 6|47-361 Pisarzowice	opolska	Krapkowice		ChIJ44MM2u-mEUcRqmfGcLxRcs0	OK
Św. Michała Archanioła	Opole-Półwieś	http://www.sw-michal.opole.pl/	Św. Michała Archanioła|ul. Domańskiego 4|45-819 Opole-Półwieś|woj. opolskie	opolska	Opole-Szczepanowice	opolskie	ChIJ9R1nMfVSEEcRrvVL75e2_Lg	OK
Św. Michała Archanioła	Szklary		Św. Michała Archanioła|Szklary 113|48-383 Szklary	opolska	Otmuchów			NOT_FOUND
Św. Michała Archanioła	Stare Siołkowice	http://staresiolkowice.pl/dane-parafii/	Św. Michała Archanioła|ul. Św. Michała 1|46-083 Stare Siołkowice|woj. opolskie	opolska	Siołkowice	opolskie	ChIJ5yegwe1IEEcRI_GS4ahOSyY	OK
Św. Michała Archanioła	Rudziniec		Św. Michała Archanioła|ul. Lipowa 52|44-160 Rudziniec|woj. śląskie	opolska	Ujazd	śląskie	ChIJ6yXlDWA9EUcRJPieKHQTL9s	OK
Św. Michała Archanioła	Tuchomie	http://www.diecezja-pelplin.pl/parafie/spis-parafii/20-dekanat-bytowski/757-parafia-sw-michala-archaniola-w-tuchomiu	Św. Michała Archanioła|ul. Kościelna 1|77-133 Tuchomie|woj. pomorskie	pelplińska	Bytów	pomorskie	ChIJK_0sl3cEAkcRv1lNfEVcHFI	OK
Św. Michała Archanioła	Tymawa		Św. Michała Archanioła|Tymawa 39|83-140 Tymawa|woj. pomorskie	pelplińska	Gniew	pomorskie		NOT_FOUND
Św. Michała Archanioła	Dąbrówka		Św. Michała Archanioła|Dąbrówka 11|89-622 Dąbrówka	pelplińska	Kamień Krajeński			NOT_FOUND
Św. Michała Archanioła	Rekownica	http://www.parafiarekownica.pl/	Św. Michała Archanioła|Rekownica 5|83-422 Rekownica|woj. pomorskie	pelplińska	Kościerzyna	pomorskie	ChIJqSyFabx4AkcR4HI1H3knPNw	AMBIGUOUS
Św. Michała Archanioła	Łebunia		Św. Michała Archanioła|Łebunia 1|84-311 Łebunia|woj. pomorskie	pelplińska	Sierakowice	pomorskie	ChIJH4GpvkXp_UYRqHWdZxQ6MSM	OK
Św. Michała Archanioła	Zblewo	http://www.parafiazblewo.pl/index.php	Św. Michała Archanioła|ul. Kościelna 2 a|83-210 Zblewo|woj. pomorskie	pelplińska	Zblewo	pomorskie	ChIJIcItP9-FAkcRlYUKLwweo10	AMBIGUOUS
Św. Michała Archanioła	Chwałkowo Kościelne		Św. Michała Archanioła|Chwałkowo Kościelne 57|63-133 Chwałkowo Kościelne	poznańska	Borek		ChIJOUad1eQbBUcRnNn9AZxtuao	AMBIGUOUS
Św. Michała Archanioła	Domachowo		Św. Michała Archanioła|Domachowo 76|63-804 Domachowo	poznańska	Gostyń		ChIJAQAAAMDCAUcRtWJTfH6Kbzg	OK
Św. Michała Archanioła	Parzęczewo		Św. Michała Archanioła|Parzęczewo 8|64-061 Parzęczewo|woj. wielkopolskie	poznańska	Grodzisk	wielkopolskie	ChIJKfBXkIXJBUcRPG4bWxBmbIo	AMBIGUOUS
Św. Michała Archanioła	Konary		Św. Michała Archanioła|Konary 52|63-912 Konary	poznańska	Jutrosin			NOT_FOUND
Św. Michała Archanioła	Czempiń	http://www.parafia-czempin.pl/	Św. Michała Archanioła|ul. Kościelna 1|62-055 Czempiń	poznańska	Kościan		ChIJPV8Qh5ytBUcRGNj0omMJo90	OK
Św. Michała Archanioła	Kwilcz	http://www.kwilcz.archpoznan.pl/	Św. Michała Archanioła|ul. Kard. Wyszyńskiego 42|64-420 Kwilcz|woj. wielkopolskie	poznańska	Międzychód	wielkopolskie	ChIJR8dZGlWZBkcREuREPelfffE	OK
Św. Michała Archanioła	Wietrzno	http://parafiawietrzno.pl/	Św. Michała Archanioła|Wietrzno 25|38-451 Wietrzno|woj. podkarpackie	przemyska (łac)	Dukla	podkarpackie	ChIJo17_PPI3PEcRuhZutiXWkCw	OK
Św. Michała Archanioła	Kańczuga	http://kanczuga.przemyska.pl/	Św. Michała Archanioła|ul. Szkolna 1|37-220 Kańczuga|woj. podkarpackie	przemyska (łac)	Kańczuga	podkarpackie	ChIJO6VeifCNPEcRuJx1rSFv8LY	OK
Św. Michała Archanioła	Dwernik	http://parafia-dwernik.pl/	Św. Michała Archanioła|Dwernik 22|38-715 Dwernik	przemyska (łac)	Lutowiska		ChIJh8t4LPfmO0cRkndsGpWt3Is	OK
Św. Michała Archanioła	Zarzecze k. Jarosławia		Św. Michała Archanioła|Zarzecze 3|37-205 Zarzecze k. Jarosławia|woj. podkarpackie	przemyska (łac)	Przeworsk II	podkarpackie	ChIJt4W7VxSQPEcRXicgmW7k7-Q	OK
Św. Michała Archanioła	Michałówka	http://www.swmichal.pl/	Św. Michała Archanioła|Michałówka 13|37-551 Michałówka|woj. podkarpackie	przemyska (łac)	Radymno II	podkarpackie	ChIJbVAMvuGOJEcR6sYRGMh3TWE	OK
Św. Michała Archanioła	Klimkówka		Św. Michała Archanioła|Klimkówka 101|38-480 Klimkówka|woj. podkarpackie	przemyska (łac)	Rymanów	podkarpackie	ChIJ38cdHGY_PEcRPpN_h72PvVM	OK
Św. Michała Archanioła	Woźniki	http://www.wozniki.parafialnastrona.pl/	Św. Michała Archanioła|Woźniki 7|09-451 Woźniki|woj. mazowieckie	płocka	Bielsk	mazowieckie	ChIJYeiyA75tHEcRCBXDf-2Rb0I	OK
Św. Michała Archanioła	Kucice		Św. Michała Archanioła|Kucice|09-162 Kucice|woj. mazowieckie	płocka	Płońsk	mazowieckie	ChIJyWdwHO4QHEcRbRgYjJShm3Y	OK
Św. Michała Archanioła	Płońsk		Św. Michała Archanioła|ul. Płocka 17|09-100 Płońsk|woj. mazowieckie	płocka	Płońsk	mazowieckie	ChIJTdcG6_8YHEcRSsNSAJLtgvA	AMBIGUOUS
Św. Michała Archanioła	Pilczyca		Św. Michała Archanioła|Pilczyca 36|26-234 Pilczyca|woj. świętokrzyskie	radomska	Radoszyce	świętokrzyskie	ChIJ5XhMrGbZGUcREEZ_QLoLqHM	OK
Św. Michała Archanioła	Zachorzów		Św. Michała Archanioła|Zachorzów 74|26-331 Zachorzów	radomska	Żarnów		ChIJJ5450Tm-GUcRA7dlpmRf9hg	OK
Św. Michała Archanioła	Binarowa		Św. Michała Archanioła|Binarowa 409|38-340 Binarowa|woj. małopolskie	rzeszowska	Biecz	małopolskie	ChIJtS5zHB-5PUcR6H9_uPYOtrw	AMBIGUOUS
Św. Michała Archanioła	Wiązownica	http://www.parafiawiazownica.pl/	Św. Michała Archanioła|Wiązownica 95|28-215 Wiązownica	sandomierska	Koprzywnica		ChIJb7-ur1RQPUcRg5ylx6sY7eM	OK
Św. Michała Archanioła	Spie		Św. Michała Archanioła|Spie 28|36-121 Spie|woj. podkarpackie	sandomierska	Raniżów	podkarpackie		NOT_FOUND
Św. Michała Archanioła	Łagów	http://parafialagow.wikidot.com/kontakt	Św. Michała Archanioła|Rynek 66|26-025 Łagów|woj. świętokrzyskie	sandomierska	Świętokrzyski	świętokrzyskie	ChIJBxg-OKECGEcRk0bN0fwwpuA	OK
Św. Michała Archanioła	Lasocin		Św. Michała Archanioła|ul. Dębińska 1|27-531 Lasocin	sandomierska	Zawichost		ChIJv9tJx3m7IkcREK079PVKF_M	OK
Św. Michała Archanioła	Witulin		Św. Michała Archanioła|Witulin 59|21-542 Witulin|woj. lubelskie	siedlecka	Biała Podlaska-Północ	lubelskie	ChIJSfABQAeVIUcRHnoWhc0F6zc	AMBIGUOUS
Św. Michała Archanioła	Woskrzenice	http://diecezja.radiopodlasie.pl/?pageId=63&pr=48	Św. Michała Archanioła|Woskrzenice 58|21-511 Woskrzenice	siedlecka	Biała Podlaska-Północ		ChIJHdHZ_8CZIUcRcdGztLauOYw	OK
